distance_miles,container_size_encoded,minute_of_day,day_of_week,is_weekend,hour,month,quarter,price
223.4313796595474,1,1218,2,0,20,3,1,280.9492366069218
278.44445695510166,0,7,5,1,0,9,3,278.13800536629486
27.060552597068057,1,818,5,1,13,8,3,114.76779647309944
37.50016330630928,0,104,5,1,1,3,1,89.52577986809553
209.12734404266405,0,892,4,0,14,1,1,237.62259359189792
196.14919588925756,0,898,5,1,14,3,1,225.99539418169044
25.30408751829248,0,1231,5,1,20,7,3,101.51186498161638
251.15471188459117,1,277,4,0,4,4,2,307.92777252393506
159.41003511424324,0,1144,3,0,19,9,3,186.2265011226658
272.6232251343007,0,991,0,0,16,7,3,305.7645444722391
264.0073098928478,1,957,3,0,15,2,1,333.96200462381944
244.6897918697989,0,916,5,1,15,4,2,276.7240716667876
157.1901743921043,1,791,2,0,13,1,1,227.95417407740985
79.25463931608252,1,91,1,0,1,1,1,169.41376786664955
154.2627736537841,1,1170,4,0,19,10,4,234.07063401458095
34.73935645152512,0,565,0,0,9,5,2,87.0216089505785
199.3596137996607,0,150,5,1,2,11,4,235.35241281471906
44.52327967255725,1,882,6,1,14,3,1,138.5818144332512
155.7960239377133,0,1364,3,0,22,4,2,201.64833575152815
21.042682379211247,0,1027,0,0,17,7,3,87.1773821163194
93.35618463102054,1,354,1,0,5,4,2,184.71244986050928
73.46373589758741,0,1175,0,0,19,6,2,138.0987591538051
187.9093050999428,1,1219,3,0,20,2,1,262.01788935996547
237.10208004664008,1,475,2,0,7,1,1,285.332968279717
21.904371589455213,1,752,5,1,12,11,4,117.68211555002608
255.83368712083833,0,1204,5,1,20,3,1,297.90980808906676
258.92647001160833,1,226,3,0,3,2,1,293.84401400068015
105.96937691496672,0,510,6,1,8,4,2,174.4467995303924
199.40619946124502,1,657,3,0,10,6,2,265.75101006503684
123.77084435251761,1,10,0,0,0,6,2,179.80082679531884
50.4863102459413,0,240,6,1,4,10,4,108.21695252558398
160.95541347611754,1,878,2,0,14,10,4,234.48937517067532
30.47610397797101,1,379,6,1,6,4,2,117.5274987206277
264.14928584181644,0,348,5,1,5,3,1,269.36784733856405
277.66547902583454,0,426,6,1,7,2,1,294.1677265793782
247.37587541836405,1,179,4,0,2,2,1,278.29682770434306
170.94579562301368,0,917,4,0,15,1,1,202.86632507152143
169.49158438200922,0,372,1,0,6,1,1,191.47491893232902
295.4591760972743,0,938,1,0,15,6,2,312.6977733099158
78.13099850019896,1,1192,2,0,19,8,3,165.72460605114762
27.40476794203621,1,689,2,0,11,10,4,124.44202209690675
170.77257246234743,0,1316,4,0,21,4,2,224.00893359211113
101.99175135398048,0,282,6,1,4,4,2,149.05336233857474
100.08993797837304,1,1384,0,0,23,9,3,206.77061442218246
7.0901794801346725,0,463,4,0,7,8,3,60.73930250739138
180.89062581664024,0,436,5,1,7,9,3,221.49689942903314
82.88994217130615,1,1410,3,0,23,3,1,178.57227259615158
60.41827171684089,1,656,1,0,10,1,1,154.61952183451612
16.927419760936097,0,1076,3,0,17,7,3,76.2314446650595
112.48666506030533,0,1155,5,1,19,6,2,175.40405186674624
264.29581735400495,0,645,6,1,10,4,2,282.3742313745742
104.31788824122484,1,457,4,0,7,12,4,181.6793729078658
205.32689198528013,1,707,3,0,11,2,1,266.27921417317094
228.18135420356265,1,554,4,0,9,4,2,293.85173352683375
101.78973871110887,0,599,4,0,9,9,3,138.85157264970792
247.38401682855218,1,341,5,1,5,7,3,300.57864989493623
209.10449960174998,0,1317,1,0,21,3,1,240.50231971978948
169.9764574667807,1,824,0,0,13,7,3,246.462728315413
5.29277689493553,1,1147,2,0,19,6,2,98.58673349691796
15.351775947228399,0,949,1,0,15,4,2,79.51247507221129
297.3054240112887,1,508,4,0,8,9,3,347.2927796978062
235.77375743355,1,458,3,0,7,10,4,305.39273196468906
281.5817513380194,1,1414,6,1,23,1,1,350.1314346003481
271.1794454508181,0,34,5,1,0,1,1,300.241868137097
11.030680027111497,0,424,1,0,7,11,4,72.26458209918562
238.5949504883668,1,1059,5,1,17,3,1,296.4205762254791
138.0879944832906,1,786,5,1,13,2,1,215.77508448604576
237.91967018019344,1,887,2,0,14,8,3,305.29841658099474
6.981156328198617,0,31,0,0,0,4,2,48.15224447461067
90.01879385416646,0,315,5,1,5,12,4,155.0930370179789
226.64051385843413,0,863,1,0,14,12,4,259.7131843330228
238.94113263746897,0,453,1,0,7,1,1,253.41660321901128
187.81580735831406,1,677,3,0,11,3,1,256.1441326473625
93.87057588664781,1,1378,0,0,22,8,3,180.67808615302002
96.55696442991956,0,918,2,0,15,5,2,155.74449211899415
290.19536927439964,1,907,1,0,15,1,1,352.6205578808082
134.56759287409034,0,282,0,0,4,6,2,170.89812376810522
136.9020373219319,1,857,6,1,14,8,3,227.89680105632803
167.93816132100636,1,1382,1,0,23,12,4,251.28303871533734
125.80318937499469,1,921,3,0,15,5,2,193.92715090846005
168.03811155623717,0,1130,5,1,18,10,4,217.0463682114663
132.53894971642956,0,1374,3,0,22,6,2,179.6713552911123
248.88090128264508,0,1297,2,0,21,9,3,266.9863375549537
273.1700508404938,1,489,5,1,8,12,4,326.8488842813808
279.9725266455317,0,425,4,0,7,10,4,290.71313014046297
171.46738071966902,1,404,0,0,6,9,3,231.52013589731413
135.43382445202613,1,1109,5,1,18,10,4,239.4133058060857
213.04581734359218,1,542,0,0,9,3,1,278.9236906245049
252.30545943229245,1,1184,5,1,19,10,4,337.10353575192806
171.07976140958127,1,1153,0,0,19,12,4,259.4584466673294
211.4944014375671,1,958,0,0,15,12,4,295.6350496075429
226.17015846276817,1,174,0,0,2,4,2,281.9940014577191
204.53616413159958,1,1025,5,1,17,6,2,294.37107636350567
225.1093989401463,1,297,3,0,4,9,3,274.06111922547103
66.55037310401951,1,795,4,0,13,1,1,151.62657762643892
152.02049137143027,1,328,1,0,5,9,3,214.21278015054514
178.53922360850072,1,89,0,0,1,4,2,251.23878839443086
5.730989602821809,1,916,5,1,15,11,4,116.58039144197511
257.50894010003617,0,649,5,1,10,8,3,297.4699179914272
184.95722999124905,1,923,5,1,15,5,2,249.53042277078293
43.095217850969966,1,706,0,0,11,1,1,124.79063569093269
245.825336409869,0,535,6,1,8,9,3,258.94781057081457
216.53180509996065,1,22,3,0,0,7,3,277.45223160234934
228.69836532177294,0,397,1,0,6,8,3,250.70880472389774
120.65252624924759,1,1268,1,0,21,1,1,212.73208406256336
256.9897394750227,1,1086,3,0,18,6,2,322.81173274979824
127.13813672904686,1,667,4,0,11,10,4,190.82534765686282
173.30020011894945,1,45,0,0,0,11,4,224.73135019077563
5.189479591462749,1,1418,3,0,23,5,2,111.26283078419127
195.23756882996935,1,1063,1,0,17,4,2,272.9585253039532
216.86185867774134,1,31,6,1,0,9,3,258.53673573331264
172.29726281919375,1,302,4,0,5,3,1,235.06408967071707
151.48485102786674,1,244,2,0,4,11,4,215.42093275166985
243.93125974495393,0,1299,2,0,21,8,3,271.0923884379224
206.00495156374635,1,1374,5,1,22,12,4,285.5926074663531
87.03184171740678,0,595,4,0,9,3,1,132.0880998551852
287.92663473359585,0,256,2,0,4,2,1,292.02399240107997
213.64382228762554,1,924,5,1,15,10,4,273.85293658608134
296.44198402916527,1,392,4,0,6,4,2,346.5155307889611
291.5220882993162,1,174,0,0,2,5,2,334.5108258530947
276.0783682289765,0,372,4,0,6,4,2,284.11438383488075
227.83460466146573,0,365,6,1,6,6,2,252.55309458348245
184.78166370660537,1,77,6,1,1,11,4,251.2805402780044
55.790345786462645,0,1008,0,0,16,9,3,115.83830334166117
165.28866814000853,0,507,6,1,8,1,1,198.89282851826707
230.78607410632657,0,792,6,1,13,11,4,270.63559306896985
158.6528618181425,1,792,1,0,13,6,2,233.3847029404715
261.13054287966906,0,1109,4,0,18,9,3,300.46213834311624
37.34849026155099,0,1097,5,1,18,5,2,117.1255616367298
117.37740267434705,1,811,0,0,13,2,1,195.78471867273205
154.2595034851289,1,1206,5,1,20,6,2,234.76168235065313
132.53596228138687,0,819,2,0,13,5,2,163.15086018451746
37.03303160735816,0,37,2,0,0,1,1,85.7080333547713
50.29084674316601,0,1235,1,0,20,10,4,108.68851023665651
252.0971013923687,0,1108,3,0,18,11,4,308.9920921882673
147.89335646442805,1,611,5,1,10,11,4,255.91091817318008
19.373115892054656,0,556,5,1,9,3,1,74.81010864596148
9.864921398406725,1,1288,1,0,21,8,3,100.36552364479718
144.67524358832634,0,613,5,1,10,7,3,196.16222862186362
53.49172414771089,1,535,5,1,8,8,3,164.37355578558743
213.01215406977045,0,1054,0,0,17,10,4,241.73908966431333
239.62042144568665,0,473,2,0,7,5,2,279.38178000241777
72.34752899484614,1,581,0,0,9,4,2,139.48540688643743
179.69219874012532,0,1122,6,1,18,6,2,211.86129911911254
50.56116982818887,1,321,3,0,5,8,3,139.0375818739471
94.55688222034416,0,16,1,0,0,6,2,140.98233310470135
267.19467078352284,1,484,6,1,8,4,2,325.6598117040474
165.5089369872817,1,247,4,0,4,1,1,233.14307659080268
266.33716506753905,1,520,6,1,8,7,3,337.9638765537548
71.44810223295455,0,103,5,1,1,1,1,125.38046323288387
102.35718125835648,0,848,6,1,14,6,2,149.5204816527484
143.93088084476102,1,737,1,0,12,8,3,215.02963337498926
146.62362218239014,1,392,1,0,6,6,2,226.69185116218145
299.3061503191916,1,904,0,0,15,7,3,362.61223523494203
38.76136909648338,1,208,2,0,3,4,2,127.06641702562419
256.32968550246926,1,14,3,0,0,3,1,297.31143326102097
259.78620162945174,1,686,3,0,11,11,4,329.36199948277266
168.19359630364727,0,232,4,0,3,11,4,192.75952463360957
106.49096463645036,0,1232,5,1,20,2,1,163.7904097822519
158.17170076504738,0,435,5,1,7,3,1,195.13837807277164
91.27797291793632,1,617,3,0,10,5,2,174.3740971052147
240.73669728978217,1,423,1,0,7,9,3,308.24979564260855
151.9923518195474,0,624,3,0,10,1,1,178.36094414609076
278.1234427688479,0,139,6,1,2,10,4,305.79881656227406
188.6939465850329,0,1344,5,1,22,1,1,233.9362018719897
156.7242032688316,1,248,6,1,4,11,4,225.94501807367826
214.7654594234074,0,569,3,0,9,1,1,228.4525054990486
153.66022450691912,0,1219,5,1,20,11,4,226.46866778919457
271.8293733737369,0,614,2,0,10,12,4,296.90300024374255
59.41155846161818,1,1008,0,0,16,10,4,153.09253671158123
292.13786170504216,1,98,5,1,1,12,4,336.0006816688885
244.59621279610164,1,426,0,0,7,6,2,311.8197910823918
258.91634175013655,1,1094,4,0,18,8,3,335.7750090114728
147.457810549466,0,379,6,1,6,8,3,196.42712368861777
251.97445705459123,0,596,0,0,9,1,1,271.61004565248567
95.49835465527552,1,115,5,1,1,11,4,184.59394158718823
229.77471267643168,1,726,6,1,12,9,3,292.92260455523825
46.43279672476168,1,502,4,0,8,6,2,134.85295747596703
95.58031520894006,1,1238,4,0,20,3,1,183.01412724799505
136.49113569112117,1,573,6,1,9,9,3,220.12381853326664
100.08431685230946,1,1191,5,1,19,12,4,181.65398215798308
119.17004910913417,0,1302,0,0,21,2,1,186.15921227300714
246.9308997111909,0,1208,5,1,20,12,4,303.81515024034826
80.71938818193944,0,1070,5,1,17,7,3,131.40883902967676
224.85794578559882,0,840,1,0,14,10,4,266.17479852383946
26.745060387937293,1,689,4,0,11,2,1,102.68136881469076
230.89303671694293,1,117,5,1,1,2,1,287.1489857761023
238.64685663478303,0,194,5,1,3,8,3,244.60551395177902
123.5011387732322,1,547,6,1,9,4,2,201.44684750672832
218.13095783440377,1,944,5,1,15,5,2,286.1799500185492
274.96582910480424,1,7,0,0,0,8,3,334.61640707254793
241.21032719858542,0,1347,3,0,22,3,1,289.67471537984517
120.18172056710317,0,1429,1,0,23,5,2,189.71776436489213
147.842986712619,1,112,0,0,1,5,2,224.17950034270334
234.9104757118126,0,138,1,0,2,5,2,254.51468149992317
91.31540400549144,0,1221,6,1,20,9,3,157.0461578291393
242.14540839111768,1,287,4,0,4,2,1,298.17551657695714
101.78098705547764,1,259,5,1,4,11,4,175.30693142285472
242.76722180373375,0,269,3,0,4,9,3,275.10262079760224
30.606130788463386,0,1009,2,0,16,1,1,94.95557166430802
18.09720258862409,1,190,3,0,3,7,3,112.97687985174963
299.3142569740976,0,264,6,1,4,3,1,291.57898148849335
261.4898513542333,1,572,2,0,9,2,1,319.8518310530424
265.44001352253014,0,864,2,0,14,9,3,302.2186317531649
285.62758454395214,0,1425,5,1,23,3,1,317.3813355987394
134.3033112772739,1,342,2,0,5,7,3,203.73714925843433
89.6164886306449,0,367,6,1,6,4,2,124.73230468474873
43.35737353028138,0,780,6,1,13,4,2,90.63412232514578
152.85669439384702,1,601,0,0,10,9,3,230.0426185590041
69.91425454059932,1,864,4,0,14,8,3,158.91939902992692
280.9875027380993,0,354,0,0,5,1,1,291.11480455319736
6.180932920619833,0,890,6,1,14,11,4,90.98703127392541
47.24303763422087,0,1332,0,0,22,8,3,102.18434941603489
77.7103766596109,1,983,6,1,16,4,2,167.92926526367447
63.69222991999254,1,1058,5,1,17,2,1,172.6219114152089
71.60463879101454,1,99,3,0,1,6,2,145.47826438685098
198.53404349304765,0,1299,1,0,21,9,3,242.86405803521717
101.61606310237902,0,1012,1,0,16,1,1,148.20988979839152
186.43219266149512,0,903,3,0,15,4,2,230.36752720333047
267.6260904256559,0,222,5,1,3,12,4,273.1406939157767
182.7542458300821,0,797,6,1,13,2,1,218.73871599153384
209.88717342948252,0,974,3,0,16,10,4,250.46722214947565
112.8234729753004,0,897,1,0,14,3,1,148.6093967361855
52.1228479486992,1,178,3,0,2,7,3,137.99627726773122
99.5722984227223,0,59,5,1,0,10,4,152.21064963063398
289.46338136771186,1,690,3,0,11,12,4,353.0737642383951
188.43435841367545,0,1032,6,1,17,8,3,250.04178232837026
86.86578023303449,0,556,0,0,9,3,1,126.93370270832513
138.02000381282062,1,990,3,0,16,1,1,220.81886506225283
251.47634604214335,1,1392,0,0,23,9,3,329.09373139247623
202.19085335820319,1,1280,4,0,21,7,3,278.7011689401119
170.39258801510462,1,908,4,0,15,10,4,260.8839115739421
266.1230486069831,0,1048,2,0,17,12,4,301.5457132318048
203.36967380395313,1,127,5,1,2,10,4,260.42176136114006
194.60527058337314,1,122,6,1,2,7,3,267.9808585235597
60.9816004771766,1,1009,3,0,16,9,3,150.6456269099675
36.3846614886603,1,1153,3,0,19,8,3,133.70795887147813
289.7169245319327,1,279,1,0,4,3,1,333.18496213655993
181.66321917960406,1,853,0,0,14,4,2,261.0574433749947
127.62660569819658,1,412,2,0,6,2,1,208.126982712471
178.76114216851417,0,156,3,0,2,5,2,204.3171088784104
23.234528516156036,1,544,5,1,9,3,1,113.26542551129867
247.5275458017115,1,644,6,1,10,11,4,297.806048765401
68.91043299147911,0,1117,0,0,18,11,4,124.63061392468649
242.34107186379438,0,1244,1,0,20,9,3,270.30411865956887
162.64164076276512,1,1359,3,0,22,5,2,248.14169548735137
86.58874402878631,0,150,2,0,2,1,1,123.3326122288018
13.911934731410787,1,1331,4,0,22,7,3,111.61699522175509
245.6708398213487,0,745,2,0,12,1,1,270.8456270814796
57.055741733445466,1,245,2,0,4,1,1,135.34811332234528
20.282509113762664,1,932,3,0,15,2,1,91.18697645743569
227.98393059363485,0,86,4,0,1,6,2,256.9224962753211
108.26275060002875,0,664,0,0,11,9,3,165.0820953311305
119.85353164953675,1,1193,6,1,19,5,2,207.80482194540434
77.8849382478121,0,1398,2,0,23,10,4,146.39936166316338
258.45765121558463,0,415,1,0,6,7,3,277.07305029356644
92.71221020142696,1,251,4,0,4,11,4,159.69851417198686
67.00680807655203,1,839,0,0,13,5,2,174.60273994475756
96.22866926916605,0,226,4,0,3,4,2,142.7136990329114
64.92912467438211,0,1409,0,0,23,1,1,133.06386153570065
98.70829013753621,1,472,1,0,7,3,1,171.92948344473064
29.466185746111044,1,268,5,1,4,1,1,126.2571384219917
51.766358590240216,0,342,2,0,5,3,1,84.74857987513462
128.03060060186363,0,539,6,1,8,12,4,174.513885870404
264.4427223990135,0,1067,2,0,17,7,3,301.6738812977088
21.900770283074323,0,1249,4,0,20,8,3,84.176364059757
67.73903849420904,1,1060,0,0,17,5,2,167.55606054874764
272.9619742847709,0,935,6,1,15,8,3,307.229684551035
267.5543288771769,1,389,4,0,6,7,3,325.1520118377645
205.43799582230267,0,1350,4,0,22,11,4,245.0916602991698
75.9396984580952,1,1439,2,0,23,10,4,180.4567115709777
128.84411551145678,0,909,2,0,15,7,3,194.6130545498113
67.31019335919969,1,1127,3,0,18,10,4,166.46801221606668
42.93361019193496,1,437,1,0,7,8,3,136.47668563670024
117.099526381598,0,644,0,0,10,12,4,171.4894866815957
174.8673734957533,1,1159,4,0,19,7,3,245.3178091177462
111.18013926211755,0,610,5,1,10,11,4,162.89156868939972
185.19324238746108,1,1093,4,0,18,3,1,257.0965904475111
92.39514693689512,1,1238,3,0,20,3,1,161.64189109425084
107.02590568943313,1,1344,3,0,22,4,2,204.73493122459627
238.24870953515983,1,419,6,1,6,10,4,296.3033456851919
264.10284561368815,0,685,3,0,11,11,4,297.9418030772097
100.00005405166036,0,555,4,0,9,5,2,137.7777993292048
173.59716139685648,1,724,2,0,12,6,2,264.10821839768107
87.05787374821908,0,1069,0,0,17,6,2,138.1917533848624
20.733719303691117,1,466,2,0,7,3,1,124.53372843480093
222.66786850132036,1,335,5,1,5,7,3,286.3992672038816
55.44602755466435,0,387,4,0,6,10,4,108.1648260146335
130.58519450534055,1,1103,4,0,18,10,4,233.35366047739367
148.67842054685127,1,1435,5,1,23,2,1,227.5133570735333
59.419117332836244,0,148,1,0,2,5,2,103.91212181007599
32.8938284457019,1,1407,5,1,23,8,3,146.04794160980737
107.66383932796583,0,46,5,1,0,8,3,153.20478202692902
285.9243427273439,1,762,2,0,12,9,3,344.76657034281277
186.46499904658432,1,192,3,0,3,9,3,250.30425898348562
117.51601737885623,1,1375,6,1,22,4,2,218.2578835220893
16.478692128393405,0,1097,1,0,18,6,2,82.406877409238
182.08061801036914,0,512,2,0,8,3,1,220.1899909441974
32.21600407593491,0,988,1,0,16,9,3,98.66204303225994
165.05050095902027,1,1223,2,0,20,6,2,251.45726704426724
226.82539994016417,1,313,1,0,5,5,2,295.214588066459
129.95767774696196,0,914,5,1,15,10,4,181.8832740171648
93.3263909708747,0,431,6,1,7,12,4,156.0345603859347
18.978348976191587,1,1032,6,1,17,11,4,124.80441865208675
12.309473172671055,0,817,2,0,13,2,1,57.58337785717506
131.85783804542876,0,1034,6,1,17,10,4,185.1388257700914
265.5868548573755,1,916,0,0,15,7,3,323.1779356733109
76.99851974399117,0,915,0,0,15,2,1,131.14298550460035
174.3463742056373,1,121,2,0,2,5,2,234.79914040974325
206.87021680552974,0,1227,2,0,20,3,1,244.64798046608496
22.944810912901623,1,246,6,1,4,4,2,122.09326850054343
50.164610861996245,0,564,5,1,9,8,3,121.67428960034572
102.72665405877228,1,735,5,1,12,5,2,191.57634302943305
202.6774863738283,0,1222,5,1,20,9,3,258.68218519218647
134.5153581072886,1,906,5,1,15,10,4,222.33140755141198
221.58754512438236,0,264,3,0,4,1,1,227.61385520397846
260.94137034409175,0,412,0,0,6,10,4,274.00931457161374
228.71982159657014,1,287,0,0,4,2,1,281.4726956294443
297.7129261574085,0,851,6,1,14,1,1,326.90448805591006
227.53651527583665,1,1032,3,0,17,2,1,292.18537374828134
256.3928625271979,1,1021,6,1,17,1,1,333.2890617698107
250.5480757471753,0,1080,0,0,18,5,2,298.0250048189998
220.42839987261374,0,1010,4,0,16,11,4,250.99669144239078
241.53153591348772,1,1299,1,0,21,9,3,333.622983298879
280.731552220886,0,1305,2,0,21,6,2,295.3223782459621
145.1861766652563,1,395,4,0,6,12,4,237.6166374861552
193.29467205420033,0,438,3,0,7,6,2,222.38421031844655
156.90721786396793,0,80,0,0,1,2,1,181.55448021140555
256.0559112216615,0,384,6,1,6,1,1,276.87561272542325
132.25108284709466,1,730,4,0,12,7,3,205.5837035326293
246.81939748769622,0,948,2,0,15,3,1,286.6670603953374
240.80959964185595,0,1260,4,0,21,5,2,269.6878325552118
288.75639990373423,1,855,1,0,14,4,2,341.0210465404534
78.43160628093854,0,1398,3,0,23,5,2,126.28202940434535
214.33775541634412,0,796,2,0,13,12,4,244.50716278166053
228.29125180600843,0,1235,2,0,20,1,1,255.51175536681833
281.20215537737636,1,1163,3,0,19,2,1,334.733999258387
272.53621332638164,0,705,6,1,11,4,2,296.45073517449384
174.19012920399226,0,1256,0,0,20,9,3,210.50857409385546
175.85018982987404,1,1243,3,0,20,4,2,269.21029188456293
54.35091237924767,0,449,6,1,7,3,1,103.72891584450215
292.6139972150125,1,308,6,1,5,9,3,351.16727875059496
80.23015149751092,1,174,6,1,2,8,3,170.86403318603806
218.79718444313116,0,1326,2,0,22,8,3,278.7208131938053
239.7595264175672,1,636,3,0,10,8,3,311.27169479572393
135.1585738603574,1,816,4,0,13,8,3,213.94694792441973
67.30214740857211,0,393,5,1,6,7,3,110.68276342907116
60.74331334480759,0,560,6,1,9,7,3,120.44373802376684
257.66632026596955,0,579,1,0,9,10,4,294.08483995049875
155.67316359081187,0,837,0,0,13,5,2,197.17111064416318
31.590409701288678,0,252,1,0,4,4,2,81.88187329104328
216.52074446505216,1,1128,1,0,18,3,1,287.31263006702113
78.80046057748373,1,562,2,0,9,10,4,149.85017118429974
263.5364514715094,1,345,6,1,5,1,1,319.2462857251361
96.3236768788427,0,21,1,0,0,3,1,137.43776982953477
64.07989487659222,1,146,2,0,2,2,1,139.79766150004065
30.033240848705628,0,387,2,0,6,5,2,91.86188181891079
155.901685308106,0,1055,1,0,17,3,1,207.60131641369668
137.96758840639475,1,1230,1,0,20,7,3,220.35163565738526
226.63708265792715,0,1371,6,1,22,12,4,277.67579475583943
142.05776322194572,1,428,4,0,7,6,2,214.5792898231732
106.42571083268946,0,917,0,0,15,12,4,142.25250270175357
82.1882001117185,0,386,4,0,6,4,2,124.93515573407117
87.05328991364148,1,205,4,0,3,10,4,159.09663091559204
278.7151310392051,0,781,2,0,13,2,1,299.81798166612566
53.69818761590464,0,926,5,1,15,8,3,122.88740028689799
296.5120452443593,0,1095,5,1,18,10,4,327.85960238849407
101.4412392817063,1,167,5,1,2,9,3,173.2376663481965
31.07511944816175,1,1075,4,0,17,12,4,134.82295904849383
78.36366233242018,0,437,3,0,7,8,3,148.73031078531483
22.232241968612517,0,400,1,0,6,8,3,57.95403300488039
238.0587819033552,0,45,0,0,0,8,3,259.25958341515945
156.2031091996261,1,294,6,1,4,5,2,222.72824512607986
104.41105256570627,0,702,5,1,11,3,1,147.84738173887717
200.30463336631092,1,272,1,0,4,11,4,265.4642493966495
191.04072515534446,1,462,5,1,7,12,4,262.07602141995983
282.2622663221391,0,763,0,0,12,12,4,313.65926076954446
288.571852440772,1,140,1,0,2,10,4,337.9676950353958
205.80171382129456,1,1260,1,0,21,3,1,259.4568208984157
246.2556985370297,1,444,2,0,7,3,1,312.4590242728967
238.76540459887767,1,1093,2,0,18,4,2,317.09546687120974
149.93454214647045,1,932,3,0,15,7,3,225.1876013828731
212.815194969858,0,1081,3,0,18,3,1,247.2290911637621
28.086407266653207,1,416,0,0,6,10,4,131.1856868615785
228.61621952934055,1,247,1,0,4,2,1,292.4438720492269
288.74073712174845,0,206,5,1,3,11,4,321.8948052421331
30.06755217209284,1,330,3,0,5,6,2,119.41472686688566
251.65415645459709,1,784,6,1,13,5,2,324.387285074786
280.229107861535,1,898,0,0,14,6,2,351.48686441542503
71.72572249160831,1,1084,2,0,18,6,2,160.60173132705208
159.81930034471512,0,1387,1,0,23,7,3,214.90829529842503
278.7181765115816,1,1195,6,1,19,4,2,326.6962126996372
288.26667133427554,1,514,1,0,8,4,2,326.06421778050765
42.72530338393332,0,679,5,1,11,5,2,105.69682799788494
107.95624653885794,0,1375,1,0,22,2,1,166.49530532248204
210.9526691395027,0,1023,5,1,17,3,1,244.80283813072856
70.35975731884945,0,600,3,0,10,6,2,114.60628813977746
100.80733544717184,1,1199,6,1,19,1,1,187.89337690893552
11.870862701384517,0,196,0,0,3,6,2,65.03386991138412
50.28889587470367,0,968,2,0,16,5,2,87.38574685429748
170.88720085323442,0,1366,5,1,22,1,1,222.70554699519414
197.66156955973392,0,759,6,1,12,6,2,235.21289058434445
196.4289901732719,1,882,3,0,14,8,3,271.81426099254935
234.61633887957393,0,86,0,0,1,10,4,256.50790178084605
127.50801705294349,0,871,4,0,14,5,2,160.22782306970325
85.67976129114088,1,417,3,0,6,7,3,157.51018061471535
9.59630651254487,1,1432,5,1,23,1,1,129.62583430717245
65.95579868545414,0,460,3,0,7,4,2,107.79700329009647
97.154404599601,0,452,6,1,7,8,3,154.1300819230782
57.57102266173733,1,568,0,0,9,6,2,133.6598482751607
10.942619091497665,1,1003,4,0,16,12,4,114.1616952856502
51.44704455623152,1,1369,5,1,22,10,4,154.8549192674192
201.49936830243385,1,498,2,0,8,11,4,268.44208936507647
190.72769785941577,1,300,3,0,5,6,2,251.04439202483152
281.0266736224225,1,1100,4,0,18,1,1,353.5854608787306
240.45964596220622,0,779,3,0,12,7,3,287.36409040210833
172.4880544681514,0,654,2,0,10,12,4,214.72353854015927
45.57912251049734,1,1427,4,0,23,3,1,139.44319035742504
171.4011865829213,1,713,5,1,11,12,4,239.98452637575232
23.170542969683325,0,891,0,0,14,1,1,67.93437007648954
132.11104473620156,1,1413,6,1,23,8,3,239.60750754476453
120.12629553942266,0,300,1,0,5,12,4,150.03402341770115
131.2050737620678,1,1299,0,0,21,3,1,211.02308501297213
87.54864592646223,0,1382,1,0,23,4,2,147.91762640146416
207.319982049028,1,677,0,0,11,10,4,255.29966659795522
253.07861785313995,0,484,6,1,8,5,2,267.4477414408075
231.71251281669836,0,233,2,0,3,8,3,242.39311552360462
190.1868682583097,1,68,5,1,1,2,1,245.549837580018
163.8117158032389,0,1417,1,0,23,9,3,216.68793856160107
14.16983310236896,0,621,3,0,10,7,3,83.35899344291757
218.26552961411676,0,961,2,0,16,7,3,248.66977412069812
165.76996717565675,1,346,4,0,5,9,3,231.0670646734875
84.86860994584663,0,466,6,1,7,6,2,132.743951191984
101.71340146176529,0,1179,4,0,19,9,3,150.3193563343873
281.0040020085737,1,945,4,0,15,6,2,344.1310617795034
189.18686230958198,1,316,1,0,5,11,4,261.8228925566484
145.39416822397084,0,7,0,0,0,7,3,153.3995521255771
188.17191321398028,1,1180,0,0,19,4,2,270.27010237291137
127.05398587076881,1,115,2,0,1,11,4,202.06967468613664
143.7037705948898,0,52,3,0,0,4,2,176.275270131799
90.64123072876276,0,432,0,0,7,12,4,150.38948581502243
134.75672367453512,1,1337,1,0,22,12,4,210.3560850590992
207.24970856918358,1,928,4,0,15,7,3,268.4541423120542
16.782867900508418,0,60,6,1,1,6,2,69.14778886645745
239.5330851523657,0,1320,6,1,22,4,2,258.83226811991597
88.47896455408728,1,1351,1,0,22,11,4,184.79540112860295
206.35513906258743,1,1003,0,0,16,4,2,285.002168014389
194.6039678306177,1,106,4,0,1,8,3,259.8941315388168
197.52527449668509,0,20,6,1,0,10,4,229.71558535421806
184.39803029546187,1,1256,2,0,20,3,1,257.5880895356617
287.9350422305128,0,1184,6,1,19,3,1,312.0392494469814
154.9615279951403,0,1197,5,1,19,12,4,205.31523042345222
221.03413907702867,1,700,6,1,11,12,4,296.5136276707966
213.1075527142004,1,855,6,1,14,4,2,271.41106303337807
74.69893529710745,1,249,0,0,4,3,1,164.3178478515821
88.57522256011356,1,51,2,0,0,8,3,157.8442457207196
130.08504395630553,0,318,0,0,5,8,3,174.30221951141743
86.92088948664673,1,894,0,0,14,4,2,173.88418796938063
113.18921418433811,1,578,3,0,9,3,1,178.34310486491086
120.33338110885025,0,889,4,0,14,7,3,180.66280616116578
183.14004547681148,1,634,6,1,10,4,2,265.8381335600267
